"Quyết đoán Rủi ro: Thắt chặt ngưỡng Credit Score lên 650 và Đề xuất thoái vốn các khoản nợ nhóm 3/5 nghiêm trọng (4 DN, 58 tỷ) để tránh NPL tăng lên 3.0%.","Cân bằng Rủi ro & Phát triển (HV2): Tự tin đưa ra quyết định khó khăn (thoái vốn) có lợi nhất cho Chi nhánh, ngăn chặn NPL tăng lên 3.0% (có thể giảm LN xuống 150 tỷ)."
Phát triển Đội ngũ: Phân bổ ngân sách để huấn luyện 62% RM về Cash Management và tư vấn giải pháp tài chính (nhu cầu 76% KHDN).,"Phát triển Đội ngũ (HV1): Nhận diện khoảng trống năng lực (RM không chuyên nghiệp, 16% KH rời bỏ) và phát triển cán bộ bằng phương pháp đào tạo chuyên môn sâu."
,
2. Kịch bản Đạt yêu cầu (3 điểm),
,
Đề xuất và Hành động,Năng lực KF và Diễn giải Chi tiết
Chiến lược: Cung cấp mục tiêu tăng trưởng SME (+8.6%) nhưng thiếu giải pháp cụ thể để giải quyết NPL 3.8% và tốc độ 12 ngày.,Tầm nhìn Chiến lược (HV1): Cung cấp một cái nhìn rõ ràng về mục tiêu tăng trưởng nhưng chưa xem xét đầy đủ tác động dài hạn của rủi ro.
"Đầu tư Công nghệ: Đồng ý Credit Scoring (5 tỷ) nhưng không tìm được nguồn vốn từ Marketing, đề xuất lùi triển khai sang Q1/2027 hoặc xin vốn từ TSC.","Chuyển đổi Số (HV1): Hiểu rõ giá trị của Credit Scoring nhưng đầu tư nguồn lực không đủ để thúc đẩy công nghệ. Đổi mới Sáng tạo (HV1): Chọn cách tiếp cận an toàn, bỏ lỡ cơ hội giải quyết vấn đề theo hướng mới."
Cân bằng Rủi ro: Nâng ngưỡng Credit Score lên 630 (mức độ vừa phải). Đề xuất Tái cấu trúc 8 KHDN khó khăn thay vì thoái vốn.,"Cân bằng Rủi ro & Phát triển (HV1): Xem xét các đầu vào rủi ro (NPL) và cố gắng tái cấu trúc để bảo toàn dư nợ. Tuy nhiên, chờ đợi quá lâu để đưa ra quyết định thoái vốn hợp lý, làm tăng rủi ro NPL kéo dài."
"Phát triển Đội ngũ: Tăng cường đào tạo RM về kỹ năng bán hàng cơ bản, nhưng không chuyên sâu vào giải pháp Cash Management.",Phát triển Đội ngũ (HV1): Thể hiện trọn vẹn hành vi nhận diện khoảng trống năng lực và đào tạo cán bộ.
,
3. Kịch bản Không đạt yêu cầu (1-2 điểm),
,
Đề xuất và Hành động,Năng lực KF và Diễn giải Chi tiết
"Chiến lược Phân khúc: Chỉ tập trung vào KHDN để giữ 70% lợi nhuận, giữ nguyên tăng trưởng SME (+8.6%) dù NPL cao. Phớt lờ yêu cầu giảm NPL <2.0% của TGĐ.",Tầm nhìn Chiến lược (HV1): Mơ hồ về chiến lược của NH (giảm NPL là ưu tiên hàng đầu). Quá tập trung vào nhiệm vụ ngắn hạn (tăng trưởng dư nợ) mà bỏ qua tác động dài hạn (chi phí dự phòng 200 tỷ nếu NPL lên 3.0%).
"Đầu tư Công nghệ: Phản đối Credit Scoring (5 tỷ), cho rằng công nghệ rủi ro trong 6-12 tháng đầu và muốn dùng tiền đó để thuê thêm nhân sự thẩm định thủ công.","Chuyển đổi Số (HV1, HV2): Bỏ lỡ cơ hội triển khai công nghệ (Credit Scoring, ROI 8-9x) và vẫn duy trì cách tiếp cận cũ, lạc hậu (thẩm định thủ công), không tạo ra giá trị bền vững."
Cân bằng Rủi ro & Phát triển: Giữ nguyên ngưỡng Credit Score 600 để đảm bảo 54% SME tiếp cận vốn. Phản đối mọi đề xuất thoái vốn hoặc thắt chặt.,Cân bằng Rủi ro & Phát triển (HV2): Né tránh đưa ra quyết định khó khăn và ưu tiên sự an toàn cá nhân (giữ nguyên dư nợ) thay vì giải pháp tối ưu cho tổ chức (giảm NPL). Chỉ dựa vào kinh nghiệm cá nhân mà bỏ qua phân tích rủi ro.
"Phát triển Đội ngũ: Cho rằng RM nên học qua công việc, phản đối đầu tư đào tạo vì ""tốn kém"".",Phát triển Đội ngũ (HV1): Không nhận diện được khoảng trống năng lực (62% RM chưa đào tạo chuyên sâu) và không đầu tư để phát triển cán bộ.
,
,
II. VAI TRÒ B: PHÓ GIÁM ĐỐC PHỤ TRÁCH KHÁCH HÀNG CÁ NHÂN (PGĐ KHCN),
,
"Bối cảnh: Đóng góp 30% LN, tăng trưởng +13.9%. NPS 32, App hài lòng 62%.",
,
1. Kịch bản Vượt yêu cầu (4-5 điểm),
,
Đề xuất và Hành động,Năng lực KF và Diễn giải Chi tiết
"Chiến lược Phân khúc: Tập trung vào KHCN Cao cấp (ROE 32.1%, NPL 0.4%) và phát triển dịch vụ Wealth Management.","Tầm nhìn Chiến lược (HV2): Phát triển chiến lược tận dụng năng lực đặc biệt (ROE cao, NPL thấp) và theo dõi xu hướng thị trường mới nổi (Wealth Management) để tạo lợi thế cạnh tranh."
"Đầu tư Công nghệ: Kiên quyết thúc đẩy triển khai CRM 360° (8 tỷ), tranh luận rằng CRM giúp tăng Cross-selling (+38 tỷ thu phí) và giảm thời gian phục vụ 30%.","Chuyển đổi Số (HV1, HV2): Xác định CRM là công nghệ có khả năng tạo tác động lâu dài. Ứng dụng công nghệ để lắng nghe, thấu hiểu khách hàng (72% muốn tư vấn cá nhân hóa) và nâng cao sự hài lòng (NPS 32)."
Đổi mới Sáng tạo: Đề xuất sáng kiến tích hợp Wealth Management Module vào CRM/App Upgrade để thu hút 366 tỷ AUM đang nằm ở ngân hàng khác.,Đổi mới Sáng tạo (HV2): Dẫn đầu trong việc phát triển các giải pháp đột phá (Wealth Management) và cung cấp nguồn lực (CRM) để triển khai các ý tưởng triển vọng.
"Phát triển Đội ngũ: Đề xuất tăng đào tạo GDV (65% chưa training) về sản phẩm đầu tư, bảo hiểm, và hướng dẫn KH sử dụng dịch vụ số.","Phát triển Đội ngũ (HV1, HV2): Chủ động trao đổi và tạo điều kiện cho cán bộ phát huy thế mạnh (tư vấn Wealth Management) trên cơ sở nhận diện khoảng trống năng lực."
,
2. Kịch bản Đạt yêu cầu (3 điểm),
,
Đề xuất và Hành động,Năng lực KF và Diễn giải Chi tiết
Chiến lược: Tập trung cải thiện App Upgrade (đã phê duyệt 12 tỷ) và NPS 32.,"Tầm nhìn Chiến lược (HV1): Cung cấp cái nhìn rõ ràng về mục tiêu (cải thiện NPS), giúp nhóm hiểu vai trò của họ."
Đầu tư Công nghệ: Tập trung vào App Upgrade (12 tỷ) đã được phê duyệt. Ủng hộ CRM nhưng chấp nhận trì hoãn do không huy động được nguồn vốn 8 tỷ.,"Chuyển đổi Số (HV1): Thực hiện trọn vẹn việc chuyển hóa chương trình CĐS (App Upgrade) vào kế hoạch hành động. Tuy nhiên, bỏ lỡ cơ hội triển khai công nghệ (CRM) có lợi nhất (ROI 52x)."
"Đổi mới Sáng tạo: Đề xuất thử nghiệm các tính năng nhỏ (eKYC, Chatbot) trong App Upgrade.","Đổi mới Sáng tạo (HV1): Nhận diện các điểm nghẽn (app kém). Tuy nhiên, chỉ chọn cách tiếp cận an toàn, không thúc đẩy sự giao thoa ý tưởng để có giải pháp lớn hơn (CRM)."
"Phát triển Đội ngũ: Đề xuất tăng đào tạo GDV để cải thiện kỹ năng giao tiếp và xử lý khiếu nại (42% khiếu nại do chờ lâu, 28% do GDV không giải quyết được).",Phát triển Đội ngũ (HV1): Thể hiện trọn vẹn hành vi nhận diện và đào tạo để khắc phục thiếu sót.
,
3. Kịch bản Không đạt yêu cầu (1-2 điểm),
,
Đề xuất và Hành động,Năng lực KF và Diễn giải Chi tiết
Chiến lược Phân khúc: Chỉ tập trung vào việc giữ chân Boomers (>55 tuổi) bằng lãi suất tiết kiệm cao (82% Boomers quan tâm an toàn) và phục vụ tại quầy (65% Boomers đến quầy).,"Tầm nhìn Chiến lược (HV1): Ít tận dụng điểm mạnh (ROE cao của KHCN) và bỏ qua các xu hướng thị trường (Digital, Gen Z). Quá tập trung vào việc giải quyết 8% KHCN bằng cách đi ngược lại định hướng chung của NH."
"Đầu tư Công nghệ: Phản đối đầu tư CRM (8 tỷ), cho rằng công nghệ tốn kém và không phải ưu tiên. Đề xuất dùng ngân sách để tăng lãi suất huy động.","Chuyển đổi Số (HV1, HV2): Bỏ lỡ cơ hội triển khai công nghệ và vẫn duy trì cách tiếp cận cũ (phụ thuộc vào lãi suất huy động và chi nhánh). Không phân biệt được công nghệ có tác động lớn (CRM) với xu hướng nhất thời."
"Đổi mới Sáng tạo: Chỉ tập trung vào các quy trình hiện tại, không đề xuất các sản phẩm sáng tạo (BNPL, Wealth Management).","Đổi mới Sáng tạo (HV1): Bỏ lỡ cơ hội giải quyết vấn đề theo hướng mới, đặc biệt là nhu cầu của 73% Gen Z/Millennials."
Cân bằng Rủi ro & Phát triển: Phản đối tăng cường đào tạo (ROI 3.8x) và cho rằng GDV nên học qua công việc.,Cân bằng Rủi ro & Phát triển (HV1): Không nhận diện được rủi ro bị đối thủ (NPS 58) lấy mất khách hàng do trải nghiệm số kém.
,
,
III. VAI TRÒ C: TRƯỞNG PHÒNG QUẢN LÝ RỦI RO & TUÂN THỦ,
,
"Bối cảnh: Giảm NPL 2.4% xuống <2.0%, Chi phí dự phòng tăng 42.8%.",
,
1. Kịch bản Vượt yêu cầu (4-5 điểm),
,
Đề xuất và Hành động,Năng lực KF và Diễn giải Chi tiết
Công nghệ Hóa Rủi ro: Đề xuất Credit Scoring Tự động (5 tỷ) là ưu tiên số 1 để giảm NPL 0.3-0.5% (tiết kiệm 20-30 tỷ dự phòng/năm) và tăng độ chính xác lên 82-85%.,"Chuyển đổi Số (HV1, HV2): Tập trung đầu tư vào giải pháp tốt nhất (Credit Scoring) và chuyển hóa chương trình CĐS vào mục tiêu hành động (giảm NPL). Đảm bảo có nguồn lực (5 tỷ) để đầu tư vào công nghệ tiên tiến."
"Cân bằng Rủi ro & Phát triển: Kiên quyết thoái vốn các khoản nợ Nhóm 3/5 (58 tỷ) để NPL không vượt 3.0%. Đồng thời, hỗ trợ KHDN bằng cách sử dụng Credit Scoring để rút ngắn thời gian phê duyệt.","Cân bằng Rủi ro & Phát triển (HV2): Tự tin đưa ra quyết định có lợi nhất cho tổ chức, xử lý ý kiến trái chiều (từ PGĐ KHDN muốn giữ dư nợ) một cách xây dựng. Quyết định dựa trên phân tích đầy đủ (tránh 200 tỷ dự phòng)."
Đổi mới Sáng tạo: Cam kết làm việc với Công nghệ (E) và KHDN (A) để cải thiện chất lượng dữ liệu (Data Quality > 80%) để tối ưu hóa mô hình AI.,"Đổi mới Sáng tạo (HV2): Dẫn đầu trong việc phát triển các giải pháp đột phá (AI/ML) và chấp nhận rủi ro cần thiết, hỗ trợ nguồn lực (cleaning data) để triển khai ý tưởng triển vọng."
"Tầm nhìn Chiến lược: Biện minh Credit Scoring không chỉ để giảm NPL mà còn để tăng tốc độ phê duyệt (2-3 ngày), hỗ trợ KHDN.",Tầm nhìn Chiến lược (HV2): Thể hiện sự hiểu biết sâu sắc về cách thức rủi ro hỗ trợ kinh doanh.
Phát triển Đội ngũ: Cam kết cải thiện chất lượng dữ liệu (data quality >80%) và đào tạo đội ngũ thẩm định về kiến thức ngành để tối ưu hóa mô hình AI.,Phát triển Đội ngũ (HV1): Nhận diện khoảng trống năng lực (45% hồ sơ thiếu sót thẩm định TSĐB) và phát triển cán bộ thông qua training.
,
2. Kịch bản Đạt yêu cầu (3 điểm),
,
Đề xuất và Hành động,Năng lực KF và Diễn giải Chi tiết
Thắt chặt: Đề xuất Ngưỡng 650 và tăng cường thẩm định độc lập (>1 tỷ). Đề xuất Tái cấu trúc 8 KHDN khó khăn.,Cân bằng Rủi ro & Phát triển (HV1): Đảm bảo các quyết định dựa trên phân tích đầy đủ về các yếu tố đầu vào (dữ liệu NPL).
Công nghệ: Ủng hộ Credit Scoring nhưng không quyết liệt trong việc tìm kiếm nguồn vốn và chờ đợi quá lâu (kỳ vọng đủ thông tin hoàn hảo) do lo ngại rủi ro mô hình ban đầu.,Chuyển đổi Số (HV1): Hiểu được giá trị của Credit Scoring nhưng không chuyển hóa thành kế hoạch hành động do sợ rủi ro.
Phát triển Đội ngũ: Đề xuất thuê thêm nhân sự thẩm định (2 người) do 8 cán bộ hiện tại quá tải (178 KHDN/người).,"Đổi mới Sáng tạo (HV1): Nhận diện điểm nghẽn (quá tải) nhưng giải pháp chọn cách tiếp cận an toàn (thuê người), không tận dụng hiệu suất 5x của Credit Scoring."
"Đổi mới Sáng tạo: Đề xuất thuê thêm nhân sự thẩm định để giảm quá tải (8 cán bộ/1,427 KHDN).",Đổi mới Sáng tạo (HV1): Nhận diện điểm nghẽn (quá tải) nhưng giải pháp chọn cách tiếp cận an toàn (thuê người) thay vì giải pháp đột phá (công nghệ).
,
3. Kịch bản Không đạt yêu cầu (1-2 điểm),
,
Đề xuất và Hành động,Năng lực KF và Diễn giải Chi tiết
Tư duy Sợ rủi ro: Đề xuất Ngừng cho vay mới toàn bộ SME (ngay cả SME chất lượng) để giảm NPL về <2.0%.,"Cân bằng Rủi ro & Phát triển (HV2): Né tránh đưa ra quyết định khó khăn (thắt chặt có chọn lọc), thay vào đó ưu tiên sự an toàn tuyệt đối, gây ảnh hưởng tiêu cực đến 28% lợi nhuận chi nhánh."
"Công nghệ: Phản đối Credit Scoring, cho rằng nó không đủ chính xác trong 6-12 tháng đầu, và không tin tưởng vào công nghệ.","Chuyển đổi Số (HV1, HV2): Bỏ lỡ cơ hội triển khai công nghệ có tác động lớn nhất đến rủi ro. Từ chối các cải tiến quan trọng, duy trì cách tiếp cận cũ."
"Tuân thủ: Chỉ tập trung vào việc đảm bảo tỷ lệ tuân thủ 95% (HV1) và các lỗi phạt 1.2 tỷ, bỏ qua rủi ro NPL 2.4% (chi phí dự phòng 150 tỷ).",Tầm nhìn Chiến lược (HV1): Quá tập trung vào các nhiệm vụ ngắn hạn (tuân thủ) mà không đánh giá cơ hội và thách thức chiến lược dài hạn (chất lượng tài sản).
,
,
IV. VAI TRÒ D: TRƯỞNG PHÒNG VẬN HÀNH & DỊCH VỤ,
,
"Bối cảnh: NPS 32, Thời gian chờ 18 phút, Giao dịch quầy 32%.",
,
1. Kịch bản Vượt yêu cầu (4-5 điểm),
,
Đề xuất và Hành động,Năng lực KF và Diễn giải Chi tiết
"Chiến lược Vận hành: Đẩy mạnh Digital Migration bằng cách sử dụng dữ liệu chi phí (45,000 VND/quầy vs 3,000 VND/digital) để giảm giao dịch quầy 32% $\to$ 20% (tiết kiệm 7.6 tỷ/năm).",Tầm nhìn Chiến lược (HV2): Dẫn dắt đội nhóm theo đuổi cơ hội tạo ra giá trị bền vững (giảm 7.6 tỷ chi phí). Quyết định dựa trên phân tích đầy đủ các yếu tố đầu vào (chi phí giao dịch).
"Cải thiện Trải nghiệm/NPS: Ủng hộ CRM 360° (8 tỷ) vì nó giúp giảm thời gian phục vụ 30%, giải quyết 42% khiếu nại ""Chờ lâu"".","Chuyển đổi Số (HV2): Tận dụng công nghệ (CRM) để lắng nghe, thấu hiểu khách hàng và nâng cao trải nghiệm. Đảm bảo huy động nguồn lực (8 tỷ) để giải quyết vấn đề cốt lõi."
Phát triển Đội ngũ: Tập trung đào tạo 58% GDV về hướng dẫn KH sử dụng dịch vụ số và kỹ năng giải quyết vấn đề.,Phát triển Đội ngũ (HV1): Nhận diện khoảng trống năng lực GDV (65% chưa training cross-sell) và phát triển cán bộ để phục vụ chiến lược Digital Migration.
,
,
2. Kịch bản Đạt yêu cầu (3 điểm),
,
Đề xuất và Hành động,Năng lực KF và Diễn giải Chi tiết
"Chiến lược Vận hành: Cải tiến quy trình thủ công (Hệ thống xếp hàng, tăng nhân sự giờ cao điểm) để giảm thời gian chờ từ 18 phút xuống 10 phút.",Đổi mới Sáng tạo (HV1): Nhận diện điểm nghẽn (thời gian chờ) nhưng giải pháp chọn cách tiếp cận an toàn (cải tiến thủ công).
Công nghệ: Ủng hộ App Upgrade (12 tỷ) nhưng không đủ quyết đoán về CRM (chấp nhận hoãn).,Chuyển đổi Số (HV1): Hiểu rõ chương trình CĐS (App Upgrade) nhưng không đầu tư nguồn lực đủ để thúc đẩy công nghệ.
Phát triển Đội ngũ: Đề xuất tăng lương (45% lý do nghỉ việc) để giảm Turnover 18%.,"Phát triển Đội ngũ (HV1): Thể hiện trọn vẹn hành vi nhận diện khoảng trống (turnover). Tuy nhiên, giải pháp tăng lương chưa giải quyết triệt để vấn đề thiếu cơ hội phát triển/stress (32%/23% lý do nghỉ việc)."
,
3. Kịch bản Không đạt yêu cầu (1-2 điểm),
,
Đề xuất và Hành động,Năng lực KF và Diễn giải Chi tiết
Chiến lược Vận hành: Phản đối Digital Migration (giảm giao dịch quầy) vì 32% giao dịch hiện tại vẫn qua quầy. Ưu tiên phục vụ 65% Boomers đến quầy.,Tầm nhìn Chiến lược (HV1): Quá tập trung vào các nhiệm vụ ngắn hạn (phục vụ khách hàng hiện tại) mà bỏ qua xu hướng digital 78%.
Công nghệ: Phản đối CRM (8 tỷ). Cho rằng việc giảm thời gian chờ nên giải quyết bằng cách thuê thêm GDV.,Chuyển đổi Số (HV1): Vẫn duy trì cách tiếp cận cũ (chi phí 45k/giao dịch). Không phân biệt được công nghệ có tác động lớn.
Cân bằng Rủi ro & Phát triển: Chỉ tập trung vào các vấn đề nội bộ (sai sót giao dịch 12%) mà bỏ lỡ cơ hội chiến lược giảm 7.6 tỷ chi phí vận hành.,Cân bằng Rủi ro & Phát triển (HV1): Bỏ qua các cơ hội phát triển có tác động lớn đến hoạt động.
Đổi mới Sáng tạo: Chỉ tập trung vào các vấn đề nội bộ (sai sót giao dịch 12%) mà bỏ lỡ cơ hội để giải quyết vấn đề theo hướng mới (giảm 7.6 tỷ chi phí vận hành).,Đổi mới Sáng tạo (HV1): Không nhận diện được chi phí giao dịch quầy cao là điểm nghẽn lớn nhất của vận hành.
,
V. VAI TRÒ E: TRƯỞNG PHÒNG CHUYỂN ĐỔI SỐ & CÔNG NGHỆ,
,
Bối cảnh: ROI Công nghệ 4.5x (cao nhất). Tỷ lệ giao dịch số 68% (cần 80%).,
,
1. Kịch bản Vượt yêu cầu (4-5 điểm),
,
Đề xuất và Hành động,Năng lực KF và Diễn giải Chi tiết
"Huy động Nguồn lực: Kiên quyết yêu cầu CẢ CRM (8 tỷ) và Credit Scoring (5 tỷ), và thuyết phục Ban Giám đốc lấy 13 tỷ VND từ Marketing truyền thống (ROI 1.2x).",Tầm nhìn Chiến lược (HV3): Dự đoán và có hành động điều chỉnh (tái phân bổ ngân sách) để huy động nguồn lực nhằm đạt được mục tiêu cuối cùng.
"Công nghệ Hóa Chiến lược: Đặt Credit Scoring (5 tỷ) ưu tiên triển khai trước (Q4/2026) để hỗ trợ Rủi ro và Tốc độ, sau đó là CRM (8 tỷ) (Q1/2027) để tăng trải nghiệm.",Chuyển đổi Số (HV2): Xác định và triển khai công nghệ có lợi nhất (ROI cao). Phân bổ nguồn lực khéo léo để đảm bảo nhóm có công nghệ tốt nhất.
Đổi mới Sáng tạo: Cam kết làm việc với Rủi ro để cải thiện chất lượng dữ liệu (>80%) cho Credit Scoring và xây dựng mô hình liên tục học hỏi.,"Đổi mới Sáng tạo (HV2): Dẫn đầu trong việc phát triển các giải pháp đột phá, tạo môi trường cho phép thử nghiệm sáng tạo và chấp nhận rủi ro cần thiết."
"Phát triển Đội ngũ: Cam kết hỗ trợ Đào tạo (D) để huấn luyện 65% GDV sử dụng dịch vụ số, đảm bảo App Upgrade thành công.",Phát triển Đội ngũ (HV1): Đảm bảo mọi người được đào tạo về cách sử dụng và giá trị của công nghệ.
,
2. Kịch bản Đạt yêu cầu (3 điểm),
,
Đề xuất và Hành động,Năng lực KF và Diễn giải Chi tiết
Ưu tiên dự án đơn lẻ: Tập trung vào App Upgrade (12 tỷ) và đề xuất chỉ chọn một trong hai dự án mới (ví dụ: Credit Scoring) do lo ngại nguồn vốn.,"Chuyển đổi Số (HV1): Thiết lập phương pháp đào tạo để đảm bảo mọi người hiểu và sử dụng công nghệ phù hợp. Tuy nhiên, bỏ lỡ cơ hội đảm bảo nguồn lực cho cả hai dự án."
Huy động Nguồn lực: Chỉ đề xuất lấy 5 tỷ VND từ Marketing (ROI 1.2x) mà không thể thuyết phục Ban Giám đốc về tổng quan lợi ích 13 tỷ.,Tầm nhìn Chiến lược (HV2): Xây dựng chiến lược có tính tận dụng xu hướng CĐS nhưng chưa thực hiện hiệu quả trong việc nắm bắt cơ hội chiến lược do thiếu khả năng huy động vốn.
"Cân bằng Rủi ro: Nhận diện các rủi ro kỹ thuật (Tích hợp T24, Data Cleaning) và có kế hoạch giảm thiểu.","Cân bằng Rủi ro & Phát triển (HV1): Đưa ra các quyết định ngay cả khi không có đủ thông tin, tập trung vào việc giảm thiểu rủi ro."
,
,
3. Kịch bản Không đạt yêu cầu (1-2 điểm),
,
Đề xuất và Hành động,Năng lực KF và Diễn giải Chi tiết
"Tư duy Kỹ thuật: Chỉ tập trung vào việc bảo trì Core Banking T24. Phản đối mọi dự án mới (CRM, CS) vì lo ngại tích hợp khó khăn và rủi ro delay.","Chuyển đổi Số (HV1, HV2): Bỏ lỡ cơ hội triển khai công nghệ và đổi mới; vẫn duy trì cách tiếp cận cũ dù có tiến bộ công nghệ. Ít phân biệt khi chọn công nghệ và chỉ tập trung vào việc duy trì hệ thống cũ."
"Liên kết Kinh doanh: Không liên kết các giải pháp công nghệ với các chỉ số kinh doanh (NPL, NPS, Tốc độ phê duyệt 12 ngày).",Tầm nhìn Chiến lược (HV1): Mơ hồ về tầm nhìn và chiến lược của tổ chức. Không thể hiện được sự hiểu biết rõ ràng về cách thức công nghệ hỗ trợ các mục tiêu chiến lược.
"Đổi mới Sáng tạo: Không thúc đẩy đội ngũ đề xuất các sáng kiến, chỉ tập trung vào các vấn đề kỹ thuật thuần túy.","Đổi mới Sáng tạo (HV1): Hiếm khi đề xuất các giải pháp đột phá, thường chọn cách tiếp cận an toàn (bảo trì). Hạn chế hỗ trợ nguồn lực cho sáng tạo."
